hr,ndcg,loss
0.09751655629139074,0.04385373480836115,1.0
0.5135761589403973,0.2866859894021253,0.3461874292212123
0.5758278145695365,0.32228731017082807,0.30440602641280723
0.6014900662251655,0.3386316129633537,0.2836735866376889
0.6213576158940397,0.3555443473318085,0.2721558864859533
0.6246688741721854,0.3614201309627315,0.2646245848574196
0.6293046357615895,0.3663185484495698,0.2590111654198683
0.6390728476821192,0.37152004947808986,0.25461548224598846
0.6433774834437086,0.3746083026491926,0.25103926607322735
0.6468543046357615,0.3792021000678998,0.2481501242096548
0.6461920529801325,0.3796909575161864,0.2457976201172036
0.6539735099337748,0.3794473631203013,0.2434821348207729
0.6549668874172185,0.3854732825792841,0.2419488532155897
0.6591059602649006,0.38587914340404184,0.24026957792164297
0.6571192052980133,0.3857768948105464,0.23883058059707038
0.6589403973509934,0.38390082339670845,0.2379954518912859
0.6624172185430464,0.3865791514850205,0.23662691097970223
0.6602649006622516,0.38722618267891906,0.23542820216426702
0.669205298013245,0.3926686911671272,0.23463237354272706
0.6644039735099337,0.3923912873651341,0.234022722403199
0.6650662251655629,0.39323910452073774,0.23294717610734844
