hr,ndcg,loss
0.10099337748344371,0.04608704285494975,1.0
0.597682119205298,0.33687712357716654,0.3285538530030721
0.645364238410596,0.37423517993512834,0.25898426558734683
0.6677152317880795,0.39322946939547737,0.24430616662510896
0.6819536423841059,0.40539118589547546,0.23604406882370313
0.6854304635761589,0.4100974584357901,0.23053283778422332
0.6895695364238411,0.41492656856192506,0.22649366022826098
0.68841059602649,0.4132665863995476,0.2238421624300993
0.6917218543046357,0.417669833859039,0.2213120259880921
0.6933774834437086,0.41826336540247505,0.21933597696825854
0.6986754966887417,0.42199819762392754,0.21765569375226176
0.6971854304635762,0.42000337283513034,0.2163715241777311
0.6932119205298013,0.42147088643140834,0.2151108156002733
0.6938741721854305,0.4218581224099426,0.2142238856767266
0.6958609271523178,0.42345504192300326,0.21357625529118432
0.696523178807947,0.41839969079999906,0.21293519670507335
0.6981788079470199,0.42161374851652383,0.21227658671990265
0.6991721854304636,0.42353320889440155,0.21167669616047963
0.6956953642384106,0.4206625615639561,0.21109424650572392
0.7003311258278145,0.4230583563863248,0.21065140872192714
0.6991721854304636,0.42486691774900137,0.21004873225030216
0.6991721854304636,0.4239259023132428,0.20975857969943662
0.696523178807947,0.42262021528434324,0.20934959428120858
0.6986754966887417,0.42467422898537033,0.20879653715378527
0.7044701986754967,0.4276485512237934,0.20851111592500404
0.6998344370860927,0.4258379165749033,0.20842618738491575
0.6981788079470199,0.4273254970954013,0.2080323245456631
0.7001655629139073,0.42616679456751366,0.20784443659507118
0.7014900662251655,0.42757908008225437,0.2078882627278229
0.7008278145695365,0.4280219461337876,0.20744190355764722
0.7003311258278145,0.4280294450170037,0.20693690259018785
0.6971854304635762,0.4233022153641752,0.20705753908598107
0.7014900662251655,0.4276160813876568,0.20673202489511663
0.7016556291390729,0.42509104406443843,0.20648296013372827
0.6981788079470199,0.426436824164648,0.20642560969109622
0.7021523178807947,0.42729526738511714,0.20607943544325943
0.703476821192053,0.42764829906363566,0.20603363529559815
0.7036423841059603,0.4265368153559967,0.20582916403619944
0.7024834437086093,0.4270198921582842,0.20571526121825398
0.7038079470198676,0.42802002502166353,0.20546450021064186
0.6990066225165563,0.42522212006216387,0.20531811108352177
0.6995033112582781,0.4260763506141889,0.2055883221814375
0.6998344370860927,0.4280992815619683,0.20534262292083788
0.7009933774834437,0.42779793320065007,0.20504569080774637
0.7033112582781457,0.42816271289621705,0.2048132316774616
0.7028145695364238,0.425708036967351,0.2048143291103375
0.7003311258278145,0.4283466047775192,0.20476910631511983
0.7008278145695365,0.42647605039504055,0.20471807829775374
0.7036423841059603,0.42865799773771013,0.20473021955719925
0.6996688741721855,0.4272180794960496,0.20440861911135597
0.7016556291390729,0.4273250421916427,0.2045139017399792
