hr,ndcg,loss
0.11664899257688228,0.05619425468737572,1.0
0.3860021208907741,0.20628863999969707,0.3782626018257415
0.3997879109225875,0.21594513926037304,0.3522539851265521
0.4941675503711559,0.2735447050501606,0.34348428809861936
0.5238600212089077,0.2916913357458572,0.31820580125551834
0.5418875927889714,0.3024942112031152,0.3084819844612156
0.5588547189819725,0.30938181609864207,0.3022269162114854
0.5662778366914104,0.30824221167048926,0.29616717259145114
0.5673382820784729,0.3101274591991931,0.28957112833475596
0.5715800636267232,0.313365486700438,0.2852805678135288
0.584305408271474,0.32005196475211006,0.2811357729572063
0.584305408271474,0.32117676915681737,0.27660906450856776
0.5959703075291622,0.323907970430835,0.27222500660992616
0.6055143160127253,0.33255630139086967,0.2689075002372364
0.6055143160127253,0.32443439836278204,0.26537815613921717
0.6203605514316013,0.33502494275513234,0.2630438587484127
0.6320254506892895,0.3421826905774717,0.2603908180479257
0.6118769883351007,0.3396486336711494,0.25711862496511273
0.6139978791092259,0.34057495572367164,0.25558627107747844
0.6150583244962884,0.33769542343091274,0.25358080784125364
0.6118769883351007,0.3373347306189677,0.25216536380711846
