hr,ndcg,loss
0.10612582781456954,0.04824046878456774,1.0
0.5879139072847682,0.32783120158426327,0.31418156244951134
0.6298013245033113,0.36166107564933586,0.2673701575597634
0.6486754966887417,0.3744023921371538,0.2572697514126501
0.659933774834437,0.3870996594518526,0.2513537670716616
0.6658940397350993,0.39271426520405667,0.2471069933253419
0.6672185430463576,0.394363680774069,0.24364622053267498
0.6720198675496689,0.39916756787387886,0.24098079013346677
0.6740066225165563,0.3990576846643446,0.2382434279643188
0.6799668874172186,0.40293085936630707,0.23618756031831148
0.6763245033112583,0.40046888261128355,0.23437223668951448
0.6847682119205298,0.40664226027418715,0.2325122233198224
0.6798013245033112,0.40486083968690095,0.23062497797525552
0.6821192052980133,0.4070953382461829,0.2292525690616209
0.6788079470198676,0.402576382335351,0.22790454458250178
0.6844370860927153,0.4071258133576295,0.2264614500251422
0.6859271523178808,0.40695226503383347,0.22526321804440408
0.6832781456953643,0.4084231476614249,0.2243852608305527
0.6850993377483444,0.4080469819335349,0.22327913310323036
0.6857615894039735,0.407549014399832,0.22248174652598385
0.6841059602649007,0.40595227541911766,0.22161208297671756
0.6801324503311258,0.404451793209442,0.22080657805329038
0.6832781456953643,0.4076768492778364,0.21986185052435447
0.6806291390728477,0.4066234724945205,0.21912634885278548
0.6783112582781456,0.40449120938436567,0.21866977374502844
0.6756622516556291,0.4044837670475559,0.21803064544031162
0.678476821192053,0.40575943497175926,0.21748678519434209
0.6809602649006623,0.406839381345599,0.2169228874739054
0.6759933774834437,0.40718346729896976,0.216297401562253
0.6779801324503312,0.40391771681661187,0.21578575933046218
0.6854304635761589,0.41181492866622144,0.21534111399938588
0.6745033112582781,0.40884351835485094,0.21479870874548634
0.6783112582781456,0.4081830382334546,0.21455503762690498
0.680794701986755,0.40927147383980633,0.21404406969341358
0.6740066225165563,0.40805759075415143,0.21349038415857408
0.6806291390728477,0.4098479231063718,0.2132266998610062
0.6756622516556291,0.40903967344077063,0.21269346155895522
0.6769867549668874,0.4080318882970439,0.21266341003223002
0.6769867549668874,0.40894251291086625,0.21240833575114113
0.6753311258278145,0.40624956754893976,0.21182065257967786
0.6778145695364238,0.4067668088236175,0.2118526645979118
0.6769867549668874,0.4080820719464846,0.2114605575129054
0.6708609271523179,0.40522545403816707,0.2111498685581262
0.6779801324503312,0.40661159139479264,0.21113245964754934
0.6753311258278145,0.4061710179257701,0.21080112577709664
0.6753311258278145,0.4074746972536334,0.21046641255861456
0.680794701986755,0.40910873086812755,0.21020183135911888
0.6769867549668874,0.4086432718672683,0.21023303723736697
0.6798013245033112,0.407168176339725,0.20959722560165636
0.6736754966887417,0.4034630263920051,0.2094957110423501
0.670364238410596,0.40200990236202766,0.20954823372475395
