,hr,ndcg
0,0.0975609756097561,0.04543799088897405
1,0.41145281018027574,0.2304501950617595
2,0.41675503711558853,0.23030574056456904
3,0.4188759278897137,0.236977513258363
4,0.4528101802757158,0.25396924932935677
5,0.48038176033934255,0.2615454838145756
6,0.49628844114528103,0.2669041584537045
7,0.49946977730646874,0.2648224714808907
8,0.5068928950159067,0.2635887705538764
9,0.5121951219512195,0.2689538432374335
10,0.5238600212089077,0.2691914271497792
11,0.5291622481442205,0.2702787240593612
12,0.5259809119830329,0.27182287448608455
13,0.5206786850477201,0.26649369955467006
14,0.5111346765641569,0.26038789643195553
15,0.5259809119830329,0.2657286906056994
16,0.5302226935312832,0.26734925210676536
17,0.5270413573700954,0.2624752404685582
18,0.5270413573700954,0.26149186604581864
19,0.5217391304347826,0.2637234518055898
20,0.5196182396606575,0.2617545494019473
21,0.5227995758218452,0.2617852456183646
22,0.5090137857900318,0.25671343688219206
23,0.5121951219512195,0.25741929491424714
24,0.5047720042417816,0.25184858686766043
25,0.5015906680805938,0.2523983934596159
26,0.5015906680805938,0.24990978659573093
27,0.4931071049840933,0.2462635043757385
28,0.48568398727465534,0.24464159739768712
29,0.4835630965005302,0.245022290553483
30,0.4941675503711559,0.2433194240585163
31,0.48462354188759277,0.2441704310038964
32,0.4909862142099682,0.24474305853010572
33,0.4899257688229056,0.24493027949334284
34,0.4740190880169671,0.23973883919283862
35,0.47295864262990456,0.23823313982692385
36,0.46977730646871685,0.23686236209500938
37,0.48038176033934255,0.2392764046156445
38,0.471898197242842,0.23365593264121307
39,0.4634146341463415,0.23149184181762253
40,0.47295864262990456,0.23498096541947913
41,0.47720042417815484,0.23572703854978036
42,0.4782608695652174,0.23541143657257402
43,0.4750795334040297,0.23555933045834831
44,0.4782608695652174,0.23675072022905336
45,0.471898197242842,0.23323302637306145
46,0.4708377518557794,0.23313666118638932
47,0.46447507953340406,0.2329314655943041
48,0.45387062566277836,0.22638054209579125
49,0.45705196182396607,0.22633692825070673
50,0.46977730646871685,0.2344417268437733
51,0.4623541887592789,0.23346309058701378
52,0.4708377518557794,0.23451997394532773
53,0.46129374337221635,0.22856918963598274
54,0.4623541887592789,0.23081125549581508
55,0.4602332979851538,0.2309706952742725
56,0.4634146341463415,0.23000049813514634
57,0.45811240721102864,0.23286607562289974
58,0.45387062566277836,0.22863044616720338
59,0.4634146341463415,0.2308093595138575
60,0.4528101802757158,0.2267435161364246
61,0.4485683987274655,0.2256866463411933
62,0.44644750795334043,0.2285705082642904
63,0.45811240721102864,0.2323152456343701
64,0.4517497348886532,0.22729482372019816
65,0.4485683987274655,0.22495753507126717
66,0.4517497348886532,0.2248883950503085
67,0.44750795334040294,0.2271866431892449
68,0.43478260869565216,0.2197852592458069
69,0.45387062566277836,0.22740739986367933
70,0.44220572640509015,0.21961608931098267
71,0.44538706256627786,0.2236484077807049
72,0.45387062566277836,0.2257527676462499
73,0.4496288441145281,0.2246918950420392
74,0.4432661717921527,0.22298895228654952
75,0.4591728525980912,0.22745947543670006
76,0.440084835630965,0.21995034480011874
77,0.45068928950159065,0.22564140448128603
78,0.440084835630965,0.21953833203796394
79,0.4432661717921527,0.22104376242933757
80,0.43902439024390244,0.21699520815468454
81,0.4411452810180276,0.21911971094942054
82,0.43478260869565216,0.21626315010144997
83,0.43796394485683987,0.21673658205976593
84,0.4305408271474019,0.21374927828189397
85,0.43478260869565216,0.21726765266565334
86,0.4369034994697773,0.21596386626811206
87,0.4369034994697773,0.2161580237964866
88,0.43796394485683987,0.21630815241273493
89,0.4411452810180276,0.2172965698496744
90,0.4305408271474019,0.2127344009882602
91,0.432661717921527,0.21451035805563415
92,0.42735949098621423,0.21299568740817107
93,0.4369034994697773,0.21516588393564193
94,0.4241781548250265,0.20974992221691469
95,0.4369034994697773,0.21388580236318586
96,0.4209968186638388,0.21058051619125956
97,0.43584305408271473,0.21239152903987393
98,0.43584305408271473,0.21227976291113676
99,0.42735949098621423,0.21214740281644426
100,0.42948038176033937,0.21237087871106383
